,balance,equity,balance_btc,equity_btc
0,200.12579174060002,200.0,0.0,0.0
60,200.12337266340003,200.12579174060002,0.0,0.0
120,200.14539369720003,200.14539369720003,0.0,0.0
180,200.14539369720003,200.14539369720003,0.0,0.0
240,200.14539369720003,200.14539369720003,0.0,0.0
300,200.14539369720003,200.14539369720003,0.0,0.0
360,200.14539369720003,200.14539369720003,0.0,0.0
420,200.14539369720003,200.14539369720003,0.0,0.0
480,200.14539369720003,200.14539369720003,0.0,0.0
540,200.14539369720003,200.14539369720003,0.0,0.0
600,200.14539369720003,200.14539369720003,0.0,0.0
660,200.14539369720003,200.14539369720003,0.0,0.0
720,200.24828847820004,200.14539369720003,0.0,0.0
780,200.24828847820004,200.24828847820004,0.0,0.0
840,200.25762991040003,200.24828847820004,0.0,0.0
900,200.25762991040003,200.25762991040003,0.0,0.0
960,200.25762991040003,200.25762991040003,0.0,0.0
1020,200.25762991040003,200.25762991040003,0.0,0.0
1080,200.25762991040003,200.25762991040003,0.0,0.0
1140,200.25762991040003,200.25762991040003,0.0,0.0
1200,200.25529103440005,200.25762991040003,0.0,0.0
1260,200.30222054800004,200.35894703440005,0.0,0.10365599999999878
1320,200.29954564840006,200.30222054800004,0.0,0.0
1380,200.33545306280004,200.24204164840006,0.0,-0.05750399999999932
1440,200.33546763680005,200.33545306280004,0.0,0.0
1500,200.33546763680005,200.33546763680005,0.0,0.0
1560,200.33546763680005,200.33546763680005,0.0,0.0
1620,200.33546763680005,200.33546763680005,0.0,0.0
1680,200.33546763680005,200.33546763680005,0.0,0.0
1740,200.31812370900005,200.33546763680005,0.0,0.0
1800,200.64546245220004,198.02915970900006,0.0,-2.2889640000000027
1860,200.64139453540002,200.49555845220004,0.0,-0.14990400000000065
1920,200.6624835158,199.5120665354,0.0,-1.1293280000000052
1980,200.6624835158,200.6624835158,0.0,0.0
2040,200.74866037840002,200.6624835158,0.0,0.0
2100,200.96275528780004,200.53750537840003,0.0,-0.21115500000000187
2160,200.96275528780004,200.96275528780004,0.0,0.0
2220,201.68312258900002,200.96275528780004,0.0,0.0
2280,201.68312258900002,201.68312258900002,0.0,0.0
2340,201.68312258900002,201.68312258900002,0.0,0.0
2400,201.68312258900002,201.68312258900002,0.0,0.0
2460,201.68312258900002,201.68312258900002,0.0,0.0
2520,201.68312258900002,201.68312258900002,0.0,0.0
2580,201.68177562180003,201.68312258900002,0.0,0.0
2640,202.39493114000004,202.01855962180002,0.0,0.3367839999999999
2700,202.63224200240003,202.39493114000004,0.0,0.0
2760,202.63224200240003,202.63224200240003,0.0,0.0
2820,202.63224200240003,202.63224200240003,0.0,0.0
2880,202.65515789280005,202.63224200240003,0.0,0.0
2940,202.65515789280005,202.65515789280005,0.0,0.0
3000,202.65515789280005,202.65515789280005,0.0,0.0
3060,202.65515789280005,202.65515789280005,0.0,0.0
3120,202.65515789280005,202.65515789280005,0.0,0.0
3180,202.65515789280005,202.65515789280005,0.0,0.0
3240,202.65515789280005,202.65515789280005,0.0,0.0
3300,202.65515789280005,202.65515789280005,0.0,0.0
3360,202.71739281340004,202.65515789280005,0.0,0.0
3420,202.87712802559997,202.77732081340005,0.0,0.05992800000000146
3480,202.87712802559997,202.87712802559997,0.0,0.0
3540,202.87712802559997,202.87712802559997,0.0,0.0
3600,202.96454527759997,202.87712802559997,0.0,0.0
3660,203.09636818559994,202.96454527759997,0.0,0.0
3720,203.15591698239993,202.85347218559994,0.0,-0.2428959999999986
3780,203.15591698239993,203.15591698239993,0.0,0.0
3840,203.15591698239993,203.15591698239993,0.0,0.0
3900,203.15591698239993,203.15591698239993,0.0,0.0
3960,203.15591698239993,203.15591698239993,0.0,0.0
4020,203.15591698239993,203.15591698239993,0.0,0.0
4080,203.15591698239993,203.15591698239993,0.0,0.0
4140,203.15591698239993,203.15591698239993,0.0,0.0
4200,203.15591698239993,203.15591698239993,0.0,0.0
4260,203.15591698239993,203.15591698239993,0.0,0.0
4320,203.18109027639994,203.15591698239993,0.0,0.0
4380,203.18109027639994,203.18109027639994,0.0,0.0
4440,203.18109027639994,203.18109027639994,0.0,0.0
4500,203.18109027639994,203.18109027639994,0.0,0.0
4560,203.18109027639994,203.18109027639994,0.0,0.0
4620,203.17863463779995,203.18109027639994,0.0,0.0
4680,203.17451379979994,203.15839863779993,0.0,-0.020236000000000493
4740,203.26586023859994,203.25377279979995,0.0,0.07925899999999711
4800,203.26864109979994,203.10345123859994,0.0,-0.16240899999999883
4860,203.26864109979994,203.26864109979994,0.0,0.0
4920,203.29585092579995,203.26864109979994,0.0,0.0
4980,203.29585092579995,203.29585092579995,0.0,0.0
5040,203.29585092579995,203.29585092579995,0.0,0.0
5100,203.29585092579995,203.29585092579995,0.0,0.0
5160,203.29585092579995,203.29585092579995,0.0,0.0
5220,203.29585092579995,203.29585092579995,0.0,0.0
5280,203.29585092579995,203.29585092579995,0.0,0.0
5340,203.29585092579995,203.29585092579995,0.0,0.0
5400,203.29585092579995,203.29585092579995,0.0,0.0
5460,203.29585092579995,203.29585092579995,0.0,0.0
5520,203.29585092579995,203.29585092579995,0.0,0.0
5580,203.29585092579995,203.29585092579995,0.0,0.0
5640,203.29585092579995,203.29585092579995,0.0,0.0
5700,203.29585092579995,203.29585092579995,0.0,0.0
5760,203.29585092579995,203.29585092579995,0.0,0.0
5820,203.29585092579995,203.29585092579995,0.0,0.0
5880,203.29585092579995,203.29585092579995,0.0,0.0
5940,203.29585092579995,203.29585092579995,0.0,0.0
6000,203.29585092579995,203.29585092579995,0.0,0.0
6060,203.29585092579995,203.29585092579995,0.0,0.0
6120,203.29585092579995,203.29585092579995,0.0,0.0
6180,203.29585092579995,203.29585092579995,0.0,0.0
6240,203.29585092579995,203.29585092579995,0.0,0.0
6300,203.29585092579995,203.29585092579995,0.0,0.0
6360,203.29585092579995,203.29585092579995,0.0,0.0
6420,203.29585092579995,203.29585092579995,0.0,0.0
6480,203.29585092579995,203.29585092579995,0.0,0.0
6540,203.29585092579995,203.29585092579995,0.0,0.0
6600,203.29585092579995,203.29585092579995,0.0,0.0
6660,203.29585092579995,203.29585092579995,0.0,0.0
6720,203.29585092579995,203.29585092579995,0.0,0.0
6780,203.29585092579995,203.29585092579995,0.0,0.0
6840,203.29585092579995,203.29585092579995,0.0,0.0
6900,203.34692915859998,203.28477764259998,0.0,-0.008615999999999275
6960,203.34692915859998,203.34692915859998,0.0,0.0
