,balance,equity,balance_btc,equity_btc
0,200.60518969999998,200.0,0.0,0.0
60,200.4947574,200.62118969999997,0.0,0.016000000000000014
120,204.15710248,200.3267574,0.0,-0.16800000000000104
180,207.43648091999998,204.26910248,0.0,0.1120000000000001
240,207.39903098,207.51468092,0.0,0.07819999999999894
300,207.36576147999997,207.36303098,0.0,-0.03600000000000003
360,207.90629373999994,207.95076147999998,0.0,0.5849999999999995
420,207.7448600999999,207.87029373999994,0.0,-0.03600000000000003
480,207.6459630199999,207.8168600999999,0.0,0.07199999999999906
540,207.9167620199999,207.5541630199999,0.0,-0.09180000000000277
600,208.4728720199999,208.1597620199999,0.0,0.24299999999999922
660,208.4728720199999,208.4728720199999,0.0,0.0
720,208.4728720199999,208.4728720199999,0.0,0.0
780,208.45213025999993,208.4728720199999,0.0,0.0
840,208.78135409999993,208.44093025999993,0.0,-0.011199999999998766
900,208.4295296999999,208.70855409999993,0.0,-0.07280000000000086
960,209.02998461999994,208.5690296999999,0.0,0.1395000000000013
1020,209.11793441999993,209.15598461999994,0.0,0.1260000000000001
1080,209.13397619999995,209.22593441999993,0.0,0.1080000000000001
1140,211.93557031999998,211.99453451999997,0.0,0.3871408637873739
1200,212.88541067999998,212.13357032,0.0,0.19799999999999918
1260,212.69691201999996,212.98441067999997,0.0,0.09900000000000009
1320,212.74745201999997,212.83561201999996,0.0,0.1386999999999995
1380,212.70757943999996,212.75645201999995,0.0,0.009000000000000008
1440,212.75224941999994,212.67967943999997,0.0,-0.027899999999999925
1500,213.1861470199999,213.15274941999994,0.0,0.4004999999999972
1560,216.92121784,213.1861470199999,0.0,0.0
1620,216.68612783999998,217.02121784,0.0,0.10000000000000009
1680,217.21221544,216.95612784,0.0,0.26999999999999913
1740,217.85596501999999,217.20021544,0.0,-0.011999999999999789
1800,217.53094302,217.83596501999997,0.0,-0.020000000000000018
1860,220.09333852000003,217.52094302,0.0,-0.010000000000000009
1920,220.56667092000004,220.29133852000004,0.0,0.19800000000000018
1980,220.46920892000003,220.65667092000004,0.0,0.08999999999999897
2040,221.19194834000004,220.33737292000004,0.0,0.0
2100,221.15095898000004,221.10194834000004,0.0,-0.09000000000000008
2160,223.17877182000004,221.51015898000003,0.0,0.35919999999999597
2220,223.73771042000004,223.73771042000004,0.0,0.0
2280,224.28590882000006,223.73771042000004,0.0,0.0
2340,224.28590882000006,224.28590882000006,0.0,0.0
2400,224.28401622000007,224.28590882000006,0.0,0.0
2460,224.42909422000008,224.50101622000008,0.0,0.21699999999999942
2520,224.42714642000007,224.42909422000008,0.0,0.0
2580,224.33428242000005,224.51814642000008,0.0,0.09099999999999997
2640,224.94222642000005,224.45428242000006,0.0,0.1200000000000001
2700,224.94222642000005,224.94222642000005,0.0,0.0
2760,224.94019822000004,224.94222642000005,0.0,0.0
2820,224.87516622000004,224.85919822000005,0.0,-0.08099999999999996
2880,224.64629956000002,224.90516622000004,0.0,0.029999999999998916
2940,224.46845556000002,224.75629956000003,0.0,0.1100000000000001
