,minute,coin,pnl,fee_paid,balance,balance_btc,balance_usd,btc_price,qty,price,psize,pprice,type,wallet_exposure,total_wallet_exposure
3516,274381,SOL,0.0,-0.025515000000000003,1875.7479976093996,0.0,1875.7479976093996,1.0,3.5,36.45,3.5,36.45,entry_initial_normal_long,0.06801286748677947,0.06801286748677947
3517,274418,SOL,1.0317999999999827,-0.02572136,1876.7540762493995,0.0,1876.7540762493995,1.0,-3.5,36.7448,0.0,36.45,close_trailing_long,0.0,0.0
3518,274641,SOL,0.0,-0.0255446,1876.7285316493994,0.0,1876.7285316493994,1.0,3.37,37.9,3.37,37.9,entry_initial_normal_long,0.06805619344836632,0.06805619344836632
3519,274652,SOL,0.6015449999999989,-0.025664909,1877.3044117403995,0.0,1877.3044117403995,1.0,-3.37,38.0785,0.0,37.9,close_trailing_long,0.0,0.0
3520,274655,SOL,0.0,-0.0255446,1877.2788671403994,0.0,1877.2788671403994,1.0,3.37,37.9,3.37,37.9,entry_initial_normal_long,0.06803624236955082,0.06803624236955082
3521,274659,SOL,-0.22006100000000195,-0.025500587800000002,1877.0333055525994,0.0,1877.0333055525994,1.0,-3.37,37.8347,0.0,37.9,close_trailing_long,0.0,0.0
3522,274660,SOL,0.0,-0.025581192,1877.0077243605995,0.0,1877.0077243605995,1.0,3.38,37.842,3.38,37.842,entry_initial_normal_long,0.06814354482402091,0.06814354482402091
3523,274687,SOL,2.38121000000001,-0.026057434,1879.3628769265995,0.0,1879.3628769265995,1.0,-3.38,38.5465,0.0,37.842,close_trailing_long,0.0,0.0
3524,274753,SOL,0.0,-0.025584399999999997,1879.3372925265994,0.0,1879.3372925265994,1.0,3.34,38.3,3.34,38.3,entry_initial_normal_long,0.06806761112478132,0.06806761112478132
3525,274765,SOL,0.06412800000001667,-0.025597225600000002,1879.3758233009994,0.0,1879.3758233009994,1.0,-3.34,38.3192,0.0,38.3,close_trailing_long,0.0,0.0
3526,274795,SOL,0.0,-0.025564360000000005,1879.3502589409993,0.0,1879.3502589409993,1.0,3.34,38.27,3.34,38.27,entry_initial_normal_long,0.06801382519936794,0.06801382519936794
3527,274799,SOL,-0.282564000000006,-0.025507847200000003,1879.0421870937994,0.0,1879.0421870937994,1.0,-3.34,38.1854,0.0,38.27,close_trailing_long,0.0,0.0
3528,274800,SOL,0.0,-0.025557679999999996,1879.0166294137994,0.0,1879.0166294137994,1.0,3.34,38.26,3.34,38.26,entry_initial_normal_long,0.06800812616536896,0.06800812616536896
3529,274822,SOL,0.0,-0.03339,1878.9832394137993,0.0,1878.9832394137993,1.0,4.5,37.1,7.84,37.59418367346939,entry_grid_normal_long,0.15686057960365404,0.15686057960365404
3530,274827,SOL,0.0,-0.07705530000000002,1878.9061841137993,0.0,1878.9061841137993,1.0,10.57,36.45,18.41,36.937256925583924,entry_grid_normal_long,0.361920624749412,0.361920624749412
3531,274834,SOL,1.9540939999999318,-0.1363937988,1880.7238843149992,0.0,1880.7238843149992,1.0,-18.41,37.0434,0.0,36.937256925583924,close_trailing_long,0.0,0.0
